starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	16	16	16
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	16
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	16
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	16
Wed Apr 26 13:51:05 2017	1493232665	16	16	31	16
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	31
Wed Apr 26 13:51:05 2017	1493232665	0	31	31	16
Wed Apr 26 13:50:55 2017	1493232655	0	47	47	31
Wed Apr 26 13:50:55 2017	1493232655	0	47	47	0
Wed Apr 26 13:50:55 2017	1493232655	0	47	47	0
