starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 26 15:09:18 2017	1493237358	0	16	16	0
Wed Apr 26 15:09:18 2017	1493237358	0	16	16	0
Wed Apr 26 15:09:18 2017	1493237358	0	16	16	0
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	0
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	31	31	16
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	16
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	47
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	0	47	47	31
Wed Apr 26 15:09:18 2017	1493237358	1	47	48	47
Wed Apr 26 15:09:18 2017	1493237358	0	49	49	49
Wed Apr 26 15:09:18 2017	1493237358	1	48	49	48
Wed Apr 26 15:09:18 2017	1493237358	1	49	50	49
Wed Apr 26 15:09:18 2017	1493237358	0	50	50	50
Wed Apr 26 15:09:18 2017	1493237358	0	51	51	50
Wed Apr 26 15:09:18 2017	1493237358	0	52	52	52
Wed Apr 26 15:09:18 2017	1493237358	1	51	52	51
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	16	47	62	31
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	62	62	47
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
Wed Apr 26 15:09:18 2017	1493237358	0	67	67	67
