starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 19 06:07:20 2017	1492574840	4	6	10	6
Wed Apr 19 06:07:20 2017	1492574840	4	6	10	6
Wed Apr 19 06:07:20 2017	1492574840	3	8	11	7
Wed Apr 19 06:07:20 2017	1492574840	3	8	11	7
Wed Apr 19 06:07:20 2017	1492574840	3	8	11	7
Wed Apr 19 06:07:20 2017	1492574840	3	8	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	5	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	6
Wed Apr 19 06:07:20 2017	1492574840	6	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	6	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	6	6	11	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	11	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	12	6
Wed Apr 19 06:07:20 2017	1492574840	3	8	12	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	12	6
Wed Apr 19 06:07:20 2017	1492574840	3	8	12	7
Wed Apr 19 06:07:20 2017	1492574840	3	8	12	7
Wed Apr 19 06:07:20 2017	1492574840	4	7	12	6
Wed Apr 19 06:07:20 2017	1492574840	4	7	12	7
Wed Apr 19 06:07:20 2017	1492574840	4	8	12	7
Wed Apr 19 06:07:20 2017	1492574840	5	7	12	6
Wed Apr 19 06:07:20 2017	1492574840	5	7	12	6
Wed Apr 19 06:07:20 2017	1492574840	4	8	12	7
