starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	8
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	8
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	8
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	8
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	8
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	9	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	10	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	10	14	9
Wed Apr 19 06:02:49 2017	1492574569	5	10	16	9
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	10	16	9
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	10	16	9
Wed Apr 19 06:02:49 2017	1492574569	5	10	16	9
Wed Apr 19 06:02:49 2017	1492574569	7	9	16	9
Wed Apr 19 06:02:49 2017	1492574569	7	9	16	9
Wed Apr 19 06:02:49 2017	1492574569	7	9	16	9
Wed Apr 19 06:02:49 2017	1492574569	7	9	16	9
Wed Apr 19 06:02:49 2017	1492574569	7	9	16	9
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	5	11	16	10
Wed Apr 19 06:02:49 2017	1492574569	6	10	16	9
Wed Apr 19 06:02:49 2017	1492574569	6	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	6	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	6	10	17	10
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	6	10	17	9
Wed Apr 19 06:02:49 2017	1492574569	7	10	17	9
