starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	2
Wed Apr 19 06:01:52 2017	1492574512	3	2	5	2
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	2
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:53 2017	1492574513	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	2	5	2
Wed Apr 19 06:01:52 2017	1492574512	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	2
Wed Apr 19 06:01:53 2017	1492574513	2	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	5	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:53 2017	1492574513	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:53 2017	1492574513	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	2	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:53 2017	1492574513	1	5	6	5
Wed Apr 19 06:01:53 2017	1492574513	1	5	6	5
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:53 2017	1492574513	3	4	6	3
Wed Apr 19 06:01:53 2017	1492574513	3	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	3
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	2
Wed Apr 19 06:01:52 2017	1492574512	3	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	3	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	2	4	6	4
Wed Apr 19 06:01:53 2017	1492574513	2	4	6	4
Wed Apr 19 06:01:52 2017	1492574512	3	3	6	2
